"COLLEX","CORP.FREQ","OBS","EXP","ASSOC","COLL.STR.LOGL","SIGNIF"
"preservare",225593,723,4445.7,"rep",4881.80292,"*****"
"staccare",362083,2138,7135.5,"rep",4912.26512,"*****"
"compilare",427953,2892,8433.6,"rep",4966.46772,"*****"
"incoraggiare",252839,946,4982.7,"rep",4995.64675,"*****"
"rinviare",235122,772,4633.5,"rep",5020.79623,"*****"
"sostituire",1307501,15323,25766.7,"rep",5047.73468,"*****"
"sistemare",353136,1980,6959.2,"rep",5052.77014,"*****"
"violare",277851,1174,5475.6,"rep",5055.59153,"*****"
"abbracciare",334150,1764,6585,"rep",5066.20067,"*****"
"comparire",618226,5246,12183.3,"rep",5114.46827,"*****"
"richiedere",2999918,42749,59118.9,"rep",5119.36166,"*****"
"attrarre",297038,1346,5853.7,"rep",5128.29225,"*****"
"sottoscrivere",372088,2160,7332.7,"rep",5139.07067,"*****"
"modificare",1410422,16817,27795,"rep",5146.32716,"*****"
"pesare",331721,1703,6537.2,"rep",5159.05378,"*****"
"lottare",311997,1480,6148.5,"rep",5192.93971,"*****"
"affermare",2043691,26793,40274.7,"rep",5218.24943,"*****"
"piantare",249868,851,4924.1,"rep",5226.20211,"*****"
"riempire",453551,3071,8938.1,"rep",5250.56749,"*****"
"combinare",385553,2267,7598,"rep",5254.13577,"*****"
"spuntare",256191,902,5048.7,"rep",5255.02241,"*****"
"qualificare",348424,1848,6866.3,"rep",5259.65089,"*****"
"soffermare",250311,830,4932.8,"rep",5315.84553,"*****"
"decorare",296093,1273,5835.1,"rep",5319.72228,"*****"
"scappare",371211,2076,7315.4,"rep",5325.03399,"*****"
"governare",405185,2448,7984.9,"rep",5363.05915,"*****"
"trasportare",481920,3344,9497.1,"rep",5406.01986,"*****"
"consumare",596232,4786,11749.9,"rep",5414.64715,"*****"
"indirizzare",421516,2611,8306.8,"rep",5426.95283,"*****"
"abbattere",347706,1770,6852.2,"rep",5448.79494,"*****"
"gridare",250490,795,4936.4,"rep",5449.26131,"*****"
"cucinare",380353,2113,7495.6,"rep",5492.28445,"*****"
"intervenire",1563644,18804,30814.5,"rep",5543.68816,"*****"
"esibire",366389,1933,7220.4,"rep",5558.23492,"*****"
"sfiorare",246754,728,4862.7,"rep",5575.21261,"*****"
"pervenire",354901,1796,6994,"rep",5590.70833,"*****"
"assorbire",365720,1907,7207.2,"rep",5608.23672,"*****"
"interrogare",264776,879,5217.9,"rep",5619.3411,"*****"
"provvedere",608514,4830,11991.9,"rep",5626.2028,"*****"
"aggiudicare",248296,716,4893.1,"rep",5673.85493,"*****"
"svelare",380898,2042,7506.3,"rep",5692.40275,"*****"
"sbagliare",806851,7439,15900.5,"rep",5713.63976,"*****"
"risultare",2661589,36245,52451.5,"rep",5729.38933,"*****"
"archiviare",253677,747,4999.2,"rep",5737.10964,"*****"
"contrastare",442647,2725,8723.2,"rep",5738.73096,"*****"
"emanare",278527,967,5488.9,"rep",5760.85462,"*****"
"recuperare",953079,9453,18782.2,"rep",5773.21512,"*****"
"sollecitare",253459,723,4994.9,"rep",5822.52306,"*****"
"delineare",282567,968,5568.5,"rep",5890.26346,"*****"
"isolare",257302,734,5070.6,"rep",5910.66613,"*****"
"colorare",266996,819,5261.6,"rep",5913.96387,"*****"
"stimare",381839,1969,7524.8,"rep",5914.98869,"*****"
"succedere",1679062,20225,33089,"rep",5920.11137,"*****"
"votare",859695,8033,16941.9,"rep",5924.87136,"*****"
"distinguere",873036,8209,17204.8,"rep",5939.44477,"*****"
"semplificare",301801,1130,5947.5,"rep",5960.44201,"*****"
"coltivare",480517,3066,9469.5,"rep",5979.69361,"*****"
"abbassare",415247,2282,8183.2,"rep",6060.15142,"*****"
"piegare",310791,1177,6124.7,"rep",6093.42056,"*****"
"implicare",299028,1064,5892.9,"rep",6095.03653,"*****"
"impedire",969979,9463,19115.2,"rep",6097.9053,"*****"
"sorprendere",397973,2063,7842.8,"rep",6135.72328,"*****"
"attuare",565256,4006,11139.4,"rep",6165.83937,"*****"
"menzionare",268221,763,5285.8,"rep",6169.90164,"*****"
"attirare",390985,1973,7705.1,"rep",6174.64411,"*****"
"riproporre",307389,1120,6057.7,"rep",6175.37357,"*****"
"lavare",404646,2117,7974.3,"rep",6186.38435,"*****"
"ottimizzare",312724,1151,6162.8,"rep",6243.27141,"*****"
"incrociare",279206,838,5502.3,"rep",6254.1215,"*****"
"festeggiare",470826,2835,9278.5,"rep",6255.00791,"*****"
"allargare",383508,1860,7557.7,"rep",6266.8682,"*****"
"intraprendere",529110,3512,10427.1,"rep",6279.6265,"*****"
"rivestire",361196,1621,7118,"rep",6282.98624,"*****"
"trascinare",305617,1060,6022.7,"rep",6324.91476,"*****"
"camminare",604672,4411,11916.2,"rep",6339.28717,"*****"
"stupire",396547,1966,7814.7,"rep",6359.71476,"*****"
"programmare",453409,2579,8935.3,"rep",6394.76555,"*****"
"inventare",453858,2581,8944.1,"rep",6402.4919,"*****"
"montare",649422,4941,12798.1,"rep",6407.45539,"*****"
"racchiudere",298964,966,5891.6,"rep",6440.97665,"*****"
"elencare",365753,1611,7207.8,"rep",6453.89497,"*****"
"ferire",354571,1488,6987.5,"rep",6483.41237,"*****"
"sciogliere",423100,2203,8338,"rep",6496.89888,"*****"
"nutrire",425410,2228,8383.5,"rep",6497.53441,"*****"
"guadagnare",727011,5863,14327.1,"rep",6553.23257,"*****"
"differenziare",308807,1022,6085.6,"rep",6565.33315,"*****"
"ricostruire",500066,3030,9854.7,"rep",6598.22625,"*****"
"trascorrere",791205,6657,15592.2,"rep",6643.54086,"*****"
"sognare",481340,2781,9485.7,"rep",6681.02784,"*****"
"calare",294898,865,5811.5,"rep",6682.44169,"*****"
"stimolare",502888,3020,9910.3,"rep",6700.39261,"*****"
"percepire",647349,4758,12757.2,"rep",6715.27027,"*****"
"complicare",321123,1084,6328.3,"rep",6751.12533,"*****"
"depositare",360590,1452,7106.1,"rep",6787.45104,"*****"
"criticare",369114,1531,7274.1,"rep",6805.93187,"*****"
"cessare",289172,779,5698.7,"rep",6824.51692,"*****"
"stendere",309070,952,6090.8,"rep",6831.22984,"*****"
"sparare",404085,1869,7963.2,"rep",6864.81767,"*****"
"spendere",787836,6470,15525.8,"rep",6892.87745,"*****"
"restituire",575527,3791,11341.8,"rep",6894.97505,"*****"
"conseguire",648060,4667,12771.2,"rep",6916.88231,"*****"
"anticipare",520782,3130,10263,"rep",6932.74949,"*****"
"rientrare",952855,8636,18777.8,"rep",6980.3632,"*****"
"sconfiggere",421511,2010,8306.7,"rep",6985.81004,"*****"
"conferire",516094,3052,10170.6,"rep",6990.87455,"*****"
"catturare",403833,1816,7958.3,"rep",7013.85599,"*****"
"illuminare",421379,1997,8304.1,"rep",7019.18291,"*****"
"ampliare",436314,2146,8598.4,"rep",7045.60074,"*****"
"rimandare",355679,1319,7009.3,"rep",7067.4643,"*****"
"rimettere",476179,2529,9384,"rep",7179.50583,"*****"
"suddividere",424304,1966,8361.7,"rep",7198.16884,"*****"
"erogare",408303,1796,8046.4,"rep",7212.14368,"*****"
"arricchire",604956,3999,11921.8,"rep",7216.28078,"*****"
"orientare",518382,2979,10215.7,"rep",7235.12033,"*****"
"pronunciare",417104,1873,8219.8,"rep",7252.38767,"*****"
"regolare",590725,3806,11641.3,"rep",7267.81892,"*****"
"documentare",358655,1284,7068,"rep",7283.52393,"*****"
"commettere",468046,2400,9223.7,"rep",7287.41931,"*****"
"esaltare",298929,747,5890.9,"rep",7293.13438,"*****"
"disputare",325405,975,6412.7,"rep",7295.38852,"*****"
"convenire",383759,1510,7562.7,"rep",7337.67272,"*****"
"svegliare",327861,982,6461.1,"rep",7351.821,"*****"
"attivare",992630,8934,19561.6,"rep",7370.77419,"*****"
"dormire",680803,4851,13416.5,"rep",7372.63206,"*****"
"perseguire",368891,1340,7269.7,"rep",7425.04562,"*****"
"sollevare",471440,2384,9290.6,"rep",7431.6807,"*****"
"privare",320865,896,6323.2,"rep",7446.75308,"*****"
"avvenire",2799993,36262,55179,"rep",7527.60983,"*****"
"saltare",582465,3584,11478.5,"rep",7555.92685,"*****"
"concordare",458852,2198,9042.5,"rep",7576.31892,"*****"
"diminuire",547057,3160,10780.8,"rep",7595.08566,"*****"
"comprare",1363126,13992,26862.9,"rep",7617.1448,"*****"
"spegnere",394776,1515,7779.8,"rep",7674.11974,"*****"
"rompere",567548,3357,11184.6,"rep",7686.2604,"*****"
"attestare",342367,1022,6747,"rep",7690.25716,"*****"
"levare",310522,744,6119.4,"rep",7710.50882,"*****"
"appoggiare",450667,2038,8881.2,"rep",7793.45909,"*****"
"rivolgere",2039119,23892,40184.6,"rep",7880.20717,"*****"
"proiettare",321025,782,6326.4,"rep",7917.00294,"*****"
"fuggire",402640,1514,7934.8,"rep",7930.68484,"*****"
"trasformare",1639318,17747,32305.8,"rep",7993.00556,"*****"
"ricercare",413247,1597,8143.8,"rep",7996.57928,"*****"
"liberare",780648,5773,15384.1,"rep",8028.2614,"*****"
"approfondire",793647,5931,15640.3,"rep",8039.78067,"*****"
"raggiungere",3815093,52175,75183.5,"rep",8050.96657,"*****"
"acquisire",833755,6358,16430.7,"rep",8198.7792,"*****"
"predisporre",458627,1982,9038.1,"rep",8208.9937,"*****"
"accertare",442246,1802,8715.3,"rep",8256.98568,"*****"
"alternare",360211,1032,7098.6,"rep",8257.68288,"*****"
"sommare",326714,741,6438.5,"rep",8292.5085,"*****"
"adattare",717502,4851,14139.7,"rep",8322.71894,"*****"
"rubare",408083,1434,8042,"rep",8380.7857,"*****"
"sospendere",463543,1971,9135,"rep",8396.39492,"*****"
"suggerire",820506,6072,16169.6,"rep",8429.877,"*****"
"regalare",885046,6887,17441.5,"rep",8440.90268,"*****"
"interessare",1868453,20777,36821.3,"rep",8457.47065,"*****"
"scattare",555990,2913,10956.8,"rep",8489.39816,"*****"
"abilitare",353732,905,6970.9,"rep",8543.16396,"*****"
"respingere",330728,713,6517.6,"rep",8558.03333,"*****"
"esaminare",512253,2410,10094.9,"rep",8584.25613,"*****"
"escludere",1058036,9026,20850.6,"rep",8672.87442,"*****"
"obbligare",432061,1576,8514.6,"rep",8674.44114,"*****"
"interrompere",527640,2539,10398.1,"rep",8679.53,"*****"
"classificare",418720,1442,8251.7,"rep",8702.1452,"*****"
"allegare",381124,1075,7510.8,"rep",8803.25353,"*****"
"mescolare",364055,927,7174.4,"rep",8810.69585,"*****"
"soddisfare",1120012,9763,22071.9,"rep",8832.03419,"*****"
"salutare",375173,1014,7393.5,"rep",8841.09126,"*****"
"costare",989249,8019,19495,"rep",8843.64527,"*****"
"cedere",549925,2709,10837.3,"rep",8868.77207,"*****"
"convocare",352339,796,6943.5,"rep",8956.59507,"*****"
"immergere",549940,2662,10837.6,"rep",9001.79886,"*****"
"consolidare",373211,952,7354.8,"rep",9025.35732,"*****"
"identificare",868701,6358,17119.4,"rep",9066.21032,"*****"
"cuocere",440193,1529,8674.8,"rep",9102.62938,"*****"
"rilevare",882292,6510,17387.2,"rep",9103.12515,"*****"
"installare",865184,6283,17050,"rep",9128.72774,"*****"
"minacciare",385672,1019,7600.4,"rep",9182.76161,"*****"
"innamorare",361333,816,7120.7,"rep",9186.64754,"*****"
"allestire",377626,950,7441.8,"rep",9187.01699,"*****"
"favorire",1253814,11353,24708.7,"rep",9203.13577,"*****"
"estendere",848707,6039,16725.3,"rep",9208.83542,"*****"
"sorgere",788562,5260,15540.1,"rep",9302.96861,"*****"
"provenire",533366,2382,10511,"rep",9313.44066,"*****"
"sorridere",393704,1039,7758.7,"rep",9378.98099,"*****"
"chiarire",611891,3188,12058.4,"rep",9391.16164,"*****"
"recitare",383469,942,7557,"rep",9423.97221,"*****"
"rimuovere",620220,3254,12222.6,"rep",9458.36025,"*****"
"dipingere",392186,994,7728.7,"rep",9510.73495,"*****"
"vietare",409694,1138,8073.8,"rep",9532.50691,"*****"
"specificare",469822,1677,9258.7,"rep",9558.64404,"*****"
"bruciare",461946,1600,9103.5,"rep",9568.51744,"*****"
"tutelare",457862,1559,9023,"rep",9578.64437,"*****"
"accusare",473692,1702,9335,"rep",9598.87267,"*****"
"fondere",372806,809,7346.8,"rep",9623.44384,"*****"
"accettare",1458081,13858,28734.2,"rep",9701.61685,"*****"
"alimentare",553313,2455,10904.1,"rep",9710.17752,"*****"
"imparare",1384806,12827,27290.2,"rep",9717.58764,"*****"
"gettare",491831,1816,9692.4,"rep",9800.03406,"*****"
"emettere",608537,2998,11992.3,"rep",9813.48202,"*****"
"valutare",1473358,13963,29035.2,"rep",9862.93809,"*****"
"allontanare",566286,2536,11159.7,"rep",9867.47515,"*****"
"dipendere",1001286,7615,19732.2,"rep",9886.47757,"*****"
"avvertire",555362,2417,10944.4,"rep",9888.95771,"*****"
"controllare",1537189,14839,30293.1,"rep",9892.81219,"*****"
"ascoltare",1451939,13542,28613.1,"rep",10046.89165,"*****"
"scorrere",469243,1525,9247.3,"rep",10078.05058,"*****"
"ricoprire",575755,2555,11346.3,"rep",10102.81328,"*****"
"bere",710553,4001,14002.8,"rep",10125.04726,"*****"
"indossare",712002,3968,14031.3,"rep",10250.44426,"*****"
"maturare",433670,1155,8546.3,"rep",10288.60222,"*****"
"domandare",515083,1893,10150.7,"rep",10293.41786,"*****"
"giocare",2354451,26481,46398.8,"rep",10314.50744,"*****"
"spostare",1018922,7557,20079.7,"rep",10436.22957,"*****"
"indagare",411759,925,8114.5,"rep",10490.20183,"*****"
"premere",399717,810,7877.2,"rep",10577.41945,"*****"
"migliorare",1846071,18747,36380.2,"rep",10588.1664,"*****"
"consistere",724838,3978,14284.3,"rep",10593.47741,"*****"
"percorrere",846199,5360,16675.9,"rep",10621.84287,"*****"
"nascondere",1156457,9197,22790.1,"rep",10662.08948,"*****"
"certificare",407695,851,8034.4,"rep",10675.43138,"*****"
"smettere",592170,2516,11669.8,"rep",10732.75919,"*****"
"disegnare",527650,1880,10398.3,"rep",10747.17319,"*****"
"impiegare",744111,4133,14664.1,"rep",10748.51713,"*****"
"rafforzare",536110,1959,10565,"rep",10752.01506,"*****"
"mangiare",1626177,15494,32046.8,"rep",10764.1733,"*****"
"articolare",417424,906,8226.1,"rep",10774.5617,"*****"
"assumere",2183953,23524,43038.8,"rep",10796.77033,"*****"
"attribuire",817176,4918,16104,"rep",10863.77736,"*****"
"insegnare",938730,6336,18499.4,"rep",10913.06622,"*****"
"vestire",467271,1282,9208.4,"rep",10935.56423,"*****"
"funzionare",1566096,14524,30862.8,"rep",10963.41091,"*****"
"affiancare",536572,1898,10574.1,"rep",10976.65626,"*****"
"assicurare",1554459,14305,30633.5,"rep",11052.66049,"*****"
"toccare",1166838,9067,22994.7,"rep",11153.79107,"*****"
"accendere",557567,2025,10987.9,"rep",11224.73052,"*****"
"incontrare",1931947,19498,38072.6,"rep",11244.90732,"*****"
"connettere",594855,2379,11722.7,"rep",11250.49666,"*****"
"cambiare",3450152,42489,67991.6,"rep",11263.67333,"*****"
"buttare",532087,1755,10485.8,"rep",11334.66697,"*****"
"raccomandare",423916,818,8354,"rep",11408.04562,"*****"
"tirare",940911,6125,18542.4,"rep",11436.40269,"*****"
"istituire",551874,1907,10875.7,"rep",11447.32714,"*****"
"autorizzare",663918,2998,13083.7,"rep",11495.13239,"*****"
"risalire",754518,3940,14869.2,"rep",11556.86405,"*****"
"stringere",500791,1410,9869,"rep",11577.75492,"*****"
"distruggere",730347,3578,14392.8,"rep",11834.84587,"*****"
"importare",549348,1758,10825.9,"rep",11898.69516,"*****"
"spingere",1089500,7707,21470.6,"rep",11916.59598,"*****"
"frequentare",806605,4376,15895.6,"rep",11920.69963,"*****"
"attaccare",774190,4009,15256.8,"rep",11949.14102,"*****"
"supportare",704725,3253,13887.9,"rep",11992.76917,"*****"
"valorizzare",581896,2032,11467.3,"rep",11995.68184,"*****"
"superare",1963257,19341,38689.6,"rep",12081.57634,"*****"
"elevare",485958,1161,9576.7,"rep",12081.63316,"*****"
"dominare",491435,1203,9684.6,"rep",12095.47963,"*****"
"operare",1438983,12077,28357.8,"rep",12138.34401,"*****"
"posizionare",573777,1911,11307.3,"rep",12156.38278,"*****"
"elaborare",596397,2117,11753.1,"rep",12175.17479,"*****"
"piangere",454593,868,8958.6,"rep",12276.88413,"*****"
"disporre",1980098,19413,39021.5,"rep",12317.96404,"*****"
"arrestare",544317,1572,10726.8,"rep",12430.33286,"*****"
"esprimere",2307842,24002,45480.3,"rep",12491.31817,"*****"
"muovere",1441233,11892,28402.2,"rep",12513.75585,"*****"
"suonare",826636,4368,16290.4,"rep",12524.35303,"*****"
"sedere",717303,3138,14135.8,"rep",12723.88855,"*****"
"bloccare",840603,4439,16565.6,"rep",12743.49823,"*****"
"finanziare",602399,1970,11871.4,"rep",12893.96919,"*****"
"nominare",672013,2590,13243.3,"rep",13028.14539,"*****"
"trasmettere",1118194,7456,22036.1,"rep",13199.57866,"*****"
"apparire",1995445,19000,39323.9,"rep",13228.80775,"*****"
"corrispondere",681221,2614,13424.7,"rep",13244.62294,"*****"
"collocare",705558,2812,13904.3,"rep",13376.15648,"*****"
"collaborare",770817,3440,15190.4,"rep",13468.25977,"*****"
"avvicinare",1002953,5976,19765,"rep",13479.31795,"*****"
"mandare",1175593,8014,23167.2,"rep",13496.72725,"*****"
"prestare",761301,3327,15002.8,"rep",13515.15304,"*****"
"ottenere",4252348,52593,83800.4,"rep",13673.56081,"*****"
"riunire",620447,1916,12227.1,"rep",13696.61458,"*****"
"avanzare",742855,3054,14639.3,"rep",13784.91483,"*****"
"ritornare",904708,4741,17828.9,"rep",13813.22765,"*****"
"separare",631736,1986,12449.5,"rep",13815.05562,"*****"
"citare",1208227,8255,23810.3,"rep",13831.76451,"*****"
"dimenticare",1407523,10691,27737.8,"rep",13926.01325,"*****"
"condannare",537095,1125,10584.4,"rep",14046.72256,"*****"
"difendere",984752,5535,19406.4,"rep",14059.02366,"*****"
"donare",926619,4882,18260.7,"rep",14077.89125,"*****"
"individuare",1411711,10665,27820.4,"rep",14079.4952,"*****"
"pulire",564105,1334,11116.7,"rep",14083.29608,"*****"
"cantare",684677,2374,13492.8,"rep",14174.23514,"*****"
"augurare",489947,719,9655.3,"rep",14305.02507,"*****"
"scomparire",567234,1287,11178.4,"rep",14396.29137,"*****"
"correggere",722308,2666,14234.4,"rep",14396.98647,"*****"
"richiamare",713710,2583,14065,"rep",14400.01729,"*****"
"selezionare",1034112,5938,20379.1,"rep",14447.99104,"*****"
"dividere",920595,4626,18142,"rep",14595.34254,"*****"
"necessitare",526763,897,10380.8,"rep",14750.40185,"*****"
"tagliare",848888,3800,16728.9,"rep",14798.05788,"*****"
"salire",1203225,7718,23711.8,"rep",14884.93494,"*****"
"concentrare",833394,3590,16423.6,"rep",14954.61033,"*****"
"dettare",520838,802,10264.1,"rep",15011.84759,"*****"
"associare",877426,4015,17291.3,"rep",15036.24323,"*****"
"promettere",531143,868,10467.2,"rep",15054.45921,"*****"
"adottare",1214429,7772,23932.6,"rep",15064.25263,"*****"
"comunicare",1323750,9085,26086.9,"rep",15067.81209,"*****"
"alzare",789643,3100,15561.4,"rep",15123.58876,"*****"
"soffrire",866603,3853,17078,"rep",15185.94071,"*****"
"applicare",1781347,14822,35104.7,"rep",15251.84,"*****"
"integrare",1037676,5657,20449.3,"rep",15265.67858,"*****"
"compiere",1339428,9019,26395.9,"rep",15620.60297,"*****"
"attendere",1051455,5655,20720.9,"rep",15670.00915,"*****"
"rilasciare",800677,3034,15778.8,"rep",15695.15202,"*****"
"tentare",1113936,6325,21952.2,"rep",15742.60249,"*****"
"permettere",4849849,59815,95575.2,"rep",15758.93784,"*****"
"versare",686091,1895,13520.7,"rep",16007.58819,"*****"
"riflettere",795608,2879,15678.9,"rep",16054.24772,"*****"
"temere",571007,903,11252.7,"rep",16336.77314,"*****"
"togliere",1238898,7433,24414.8,"rep",16528.3982,"*****"
"avviare",1159695,6515,22853.9,"rep",16566.14112,"*****"
"accorgere",734065,2159,14466.1,"rep",16614.1798,"*****"
"inviare",2174713,19272,42856.7,"rep",16640.17913,"*****"
"ripetere",1167120,6560,23000.3,"rep",16663.90777,"*****"
"adeguare",588852,951,11604.4,"rep",16747.31027,"*****"
"fermare",1697024,12901,33443,"rep",16770.96975,"*****"
"riprendere",1328702,8314,26184.5,"rep",16917.90314,"*****"
"rinnovare",726269,2003,14312.5,"rep",16957.02825,"*****"
"eleggere",576427,818,11359.6,"rep",16977.41465,"*****"
"ridere",601421,988,11852.1,"rep",17020.95494,"*****"
"celebrare",743000,2126,14642.2,"rep",17045.6554,"*****"
"investire",969606,4274,19107.9,"rep",17103.12126,"*****"
"effettuare",2963023,29981,58391.8,"rep",17149.73552,"*****"
"combattere",910540,3655,17943.9,"rep",17179.62637,"*****"
"diventare",5765616,72726,113622.1,"rep",17236.39542,"*****"
"interpretare",968030,4199,19076.8,"rep",17282.39744,"*****"
"accogliere",1357331,8454,26748.7,"rep",17373.7114,"*****"
"collegare",1318686,7914,25987.1,"rep",17587.88796,"*****"
"eliminare",1154772,6052,22756.9,"rep",17631.39031,"*****"
"commentare",762486,2119,15026.2,"rep",17739.02408,"*****"
"garantire",2813784,27383,55450.8,"rep",17800.73224,"*****"
"consegnare",835763,2694,16470.3,"rep",18033.01333,"*****"
"riservare",953181,3802,18784.2,"rep",18062.27712,"*****"
"trasferire",1019673,4440,20094.5,"rep",18152.82516,"*****"
"denunciare",683931,1357,13478.1,"rep",18233.3839,"*****"
"limitare",1461891,9258,28809.3,"rep",18359.15965,"*****"
"battere",847276,2669,16697.1,"rep",18509.95499,"*****"
"appartenere",838980,2485,16533.7,"rep",18922.6361,"*****"
"completare",1015547,4101,20013.2,"rep",19082.9873,"*****"
"illustrare",733335,1504,14451.7,"rep",19325.75845,"*****"
"rischiare",965005,3516,19017.2,"rep",19391.56768,"*****"
"distribuire",757866,1651,14935.1,"rep",19537.21895,"*****"
"aspettare",2276627,18913,44865.1,"rep",19549.10873,"*****"
"analizzare",901995,2873,17775.5,"rep",19589.02316,"*****"
"sposare",908317,2911,17900.1,"rep",19660.75204,"*****"
"fissare",936956,3174,18464.4,"rep",19662.6393,"*****"
"abitare",667829,949,13160.8,"rep",19663.18278,"*****"
"attraversare",925034,2991,18229.5,"rep",19926.05239,"*****"
"correre",1230633,6033,24251.9,"rep",19933.96681,"*****"
"conquistare",840964,2234,16572.7,"rep",19977.45788,"*****"
"gestire",1989236,14882,39201.6,"rep",20129.2914,"*****"
"aumentare",2262691,18363,44590.5,"rep",20200.37103,"*****"
"aggiornare",906874,2743,17871.6,"rep",20237.96991,"*****"
"ispirare",826032,2027,16278.5,"rep",20312.33785,"*****"
"ritrovare",1675792,10923,33024.6,"rep",20342.76281,"*****"
"assegnare",910640,2714,17945.8,"rep",20475.43185,"*****"
"cliccare",910433,2707,17941.8,"rep",20495.12695,"*****"
"divenire",1405788,7618,27703.6,"rep",20803.41605,"*****"
"scendere",1336156,6840,26331.4,"rep",20841.733,"*****"
"firmare",884479,2391,17430.3,"rep",20844.80888,"*****"
"trovare",13803652,200882,272026.5,"rep",20996.51294,"*****"
"consigliare",1554101,9180,30626.4,"rep",21085.36594,"*****"
"conservare",1256495,5850,24761.6,"rep",21240.59183,"*****"
"pregare",775769,1352,15288,"rep",21572.65661,"*****"
"affidare",1301988,6139,25658.1,"rep",21785.79818,"*****"
"ammettere",982687,3008,19365.7,"rep",21795.81636,"*****"
"includere",1395279,7116,27496.6,"rep",21837.23127,"*****"
"imporre",1226989,5303,24180.1,"rep",21966.77921,"*****"
"eseguire",1749473,11061,34476.6,"rep",22015.19252,"*****"
"desiderare",1213738,5105,23918.9,"rep",22164.84247,"*****"
"coprire",1102618,4003,21729.1,"rep",22207.08782,"*****"
"meritare",762541,1116,15027.3,"rep",22281.7786,"*****"
"provare",3528343,34249,69532.5,"rep",22454.43106,"*****"
"girare",1225637,5104,24153.4,"rep",22542.08054,"*****"
"progettare",850645,1713,16763.5,"rep",22562.81789,"*****"
"costituire",2773641,23769,54659.7,"rep",22570.6075,"*****"
"uccidere",1183344,4647,23320,"rep",22662.5913,"*****"
"terminare",866932,1804,17084.5,"rep",22729.2226,"*****"
"emergere",1155979,4320,22780.7,"rep",22864.63317,"*****"
"abbandonare",1033383,3088,20364.7,"rep",23205.06372,"*****"
"proseguire",1644571,9340,32409.3,"rep",23241.44713,"*****"
"informare",954497,2364,18810.1,"rep",23381.09972,"*****"
"segnalare",1309617,5608,25808.4,"rep",23607.08966,"*****"
"condurre",1866950,11719,36791.7,"rep",23690.32212,"*****"
"stabilire",1645712,9156,32431.8,"rep",23741.13898,"*****"
"sviluppare",2276801,16678,44868.6,"rep",23747.15981,"*****"
"esporre",1157050,4061,22801.8,"rep",23785.55572,"*****"
"contenere",2513067,19463,49524.6,"rep",24158.62629,"*****"
"cadere",1281653,5141,25257.3,"rep",24196.71679,"*****"
"puntare",1211148,4449,23867.9,"rep",24216.84573,"*****"
"curare",1277499,5085,25175.5,"rep",24245.09324,"*****"
"ridurre",2388641,17815,47072.6,"rep",24283.15752,"*****"
"evitare",2603229,20540,51301.4,"rep",24316.17826,"*****"
"sottoporre",998861,2368,19684.4,"rep",24915.77699,"*****"
"segnare",1039745,2701,20490.1,"rep",24949.49761,"*****"
"rispondere",2639187,20596,52010.1,"rep",25077.67285,"*****"
"evidenziare",1089960,3049,21479.7,"rep",25281.81851,"*****"
"fornire",3144446,27029,61967.1,"rep",25453.15999,"*****"
"servire",3459437,30783,68174.6,"rep",26281.18228,"*****"
"condividere",2121462,13516,41807.3,"rep",26463.59848,"*****"
"vendere",1627083,7931,32064.7,"rep",26488.05426,"*****"
"usare",6014076,67493,118518.5,"rep",26560.69884,"*****"
"decidere",3659598,33250,72119.1,"rep",26711.36652,"*****"
"ritenere",2746359,21100,54122.1,"rep",26726.79957,"*****"
"preparare",2019160,12205,39791.3,"rep",26728.63541,"*****"
"descrivere",1410701,5602,27800.5,"rep",26817.07096,"*****"
"formare",1676384,8302,33036.2,"rep",26924.00034,"*****"
"proteggere",1194569,3376,23541.2,"rep",27574.16802,"*****"
"possedere",1018440,1852,20070.2,"rep",27949.62749,"*****"
"utilizzare",6604340,75200,130150.7,"rep",27950.02559,"*****"
"ricevere",2909934,22435,57345.6,"rep",28171.3435,"*****"
"fondare",1051801,2035,20727.7,"rep",28285.57225,"*****"
"giungere",1742051,8454,34330.3,"rep",28466.72541,"*****"
"studiare",1452918,5509,28632.4,"rep",28475.74199,"*****"
"colpire",1693611,7926,33375.7,"rep",28515.51265,"*****"
"affrontare",2281200,14349,44955.3,"rep",28882.82189,"*****"
"diffondere",1232266,3324,24284.1,"rep",29073.41575,"*****"
"aggiungere",3592326,30700,70793.4,"rep",29386.43975,"*****"
"prevedere",2476367,16386,48801.4,"rep",29525.83174,"*****"
"inserire",2749762,19703,54189.1,"rep",29577.28541,"*****"
"pagare",2134106,12336,42056.5,"rep",29625.80153,"*****"
"tornare",3801001,33093,74905.7,"rep",30073.71036,"*****"
"riferire",1499169,5442,29543.9,"rep",30200.2819,"*****"
"crescere",1933730,9817,38107.7,"rep",30394.2233,"*****"
"convincere",1169853,2483,23054.1,"rep",30454.69428,"*****"
"entrare",3539775,29283,69757.8,"rep",30628.91645,"*****"
"introdurre",1343683,3866,26479.8,"rep",30750.15949,"*****"
"produrre",2840736,19936,55982,"rep",31424.71867,"*****"
"tendere",987999,975,19470.3,"rep",31512.46014,"*****"
"lanciare",1363628,3803,26872.8,"rep",31678.09067,"*****"
"significare",1989101,9908,39198.9,"rep",31790.43149,"*****"
"rappresentare",3938450,33884,77614.4,"rep",31840.7543,"*****"
"rispettare",1055345,1318,20797.5,"rep",32062.11649,"*****"
"confermare",1907139,8924,37583.7,"rep",32117.04237,"*****"
